tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,vwGi3cr7rKOHuTv6RBgitOakWDgyAnhhWJdQqZBHEaPnMvU,쌍둥이그림자모험,357,299,277,True,False,False,False
GRANDMASTER,CeQ994f6VsAaahsFLRle1A9luE38AadzxOBnqFJBKMaJPMY,ca1md0wn,391,374,367,False,False,True,True
GRANDMASTER,a-GQ-46_75YVcpY8fxncpGXgg-AlzN5IvBKej3uWXDLTPMY,성균관대 류동연,346,413,375,False,False,False,False
GRANDMASTER,Vyvm-v9JzaelOPu0fkia-SnjDKNlnBnCcbzt0jjVsrYlAh0,나랑 같이볼래,381,852,826,False,False,False,False
GRANDMASTER,xnv5RX6J9yjoe4cAoM0WGTp46oHf-eW6SWe9a9Pgj46gV9A,안동푸른번개준현,310,804,790,False,False,True,False
GRANDMASTER,hj5T8BxOWj14Tz08FNthdVglu3mEo1XKkQ0lvblfNSLo-4o,성계차이,310,628,545,False,False,True,False
GRANDMASTER,Ouv6KtbUbDVEdbIELPsUcd5sOGT5xaknS0N3cvFwpmhBqA,시 월 애,463,100,33,False,False,False,True
GRANDMASTER,YJj6oW6XAQHx53qAgXlmiSbFgUU9sRvuwU4qYpT4UJBTxQ,Heart,618,510,461,False,False,True,False
GRANDMASTER,gTTAZQZkHGiH22dsNQirOZmMWUOwF11Q5Gc9mGXjidq3FDw,why me so diao,460,314,290,False,False,False,False
GRANDMASTER,YAK3XRjJcYNnYxRCjWNfPshlxEr02Tkiue0jkGWnFITPJvU,Big buttocks,649,203,142,False,False,True,False
GRANDMASTER,68Ce3kj2uSMXHfBzK4B2__Vgq-cV_SZ3kzyByNkbD8gf52Mi,Gen G kariszz,507,159,133,True,False,False,False
GRANDMASTER,sGH_QUuNFUm-bHawY_t0w_kStZn6pi4hehU7rVrvRWxgIRE,다없수질,639,330,270,False,False,True,False
GRANDMASTER,w9jnMxWnmiUWQ6f_gbBvKkotlvYoKLge3QQXZ5JinEFuKe4,잘모르겠어용,492,352,266,False,False,False,False
GRANDMASTER,gJMkA8a4u1lWyN_1WoiJXFgPHUlL_cs52l3H5B_RD9FtF4A,돼지파인애플,490,1061,1041,True,False,False,False
GRANDMASTER,2AZqvvvsvbUU706E_74d6V6F-jYORGapsvhlrT8VEm5FHw,zhonguoshiyi,430,346,216,False,False,False,False
GRANDMASTER,TuHCBemz489jvtJS24qXBEpWc-y8PTGXdXDE2U51wqPLeSg,미드프로지망인,583,202,165,False,False,False,False
GRANDMASTER,-MyuunmeSouvnBpDSJFJMyg6GFbiOvB7jfLG9ndIhQJd99Y,KunBBang,357,417,324,False,False,False,False
GRANDMASTER,XyB4DTPUdtirR3mLjQdB9rycdMAph6g55oSGmdUoMk9CZrk,LunaLina,572,855,827,False,False,True,False
GRANDMASTER,lsDLJ0Gairm-7cmaEhUjyFSk9HLT6s3cEzogyyqRnhiGR_Y,Re0start,498,659,608,False,False,False,False
GRANDMASTER,zTmx08UK9S7KLYcBDNQcs3S07M82lp7y4FOJgG3EmoYswag,Iris Fiesta,398,464,441,False,False,True,False
GRANDMASTER,t2ClPgsiFd3pRyd6W7wH9xdO27cwD3cPbccEDncFvBKS4cY,Awe BBakPyo,587,521,497,True,False,False,False
GRANDMASTER,fyu6KEjlpZgQaVYBXsxiY7ZtQsxB-U1UPZtaI_aresgTQoo,HLE Haru,509,723,691,False,False,True,False
GRANDMASTER,Awi4pFDpv7WjdL_1yXZDEGo424EmsnRdgJ95CWb0oGZmUA,숙취엔 여명808,523,501,492,False,False,False,False
GRANDMASTER,w6y6fLC78Gu3ug5MB4xw0Cwfxa2M7pdp1v6eF1bnfVwXrrc,gelaoguan,684,663,613,True,False,False,False
GRANDMASTER,X7UtQkMdbaIr-TvBKQkmPaubTjOco23JHQXshdq_aP_0-yE,피즈 조이,646,311,270,False,False,True,False
GRANDMASTER,DHIym6tL7YKO8_rs9vokY-7EKWV63EuFLg78LWccf9NlT5s,갈망 하 다,646,558,498,False,False,False,False
GRANDMASTER,ou_fNHzPCtihlXK17rb_5HyI5VuhHnDZCaVqCq0Xh7dEfsU,니제사밥꼭꼭묵으,367,215,157,False,False,False,False
GRANDMASTER,3yFffUvZ9CIsM7buMrlAO3zfAtBvjoWcvI6EELA1pJJa2Qk,UDT707,330,118,83,False,False,True,False
GRANDMASTER,lNM1vw6Q5lK4VjtPUt8fxRQqWrcArYUyaspgvgKPkwK5zog,1wancibeishang,329,171,139,False,False,True,False
GRANDMASTER,Fth1uEHYEzSKw4NdRay-q_rRD0fMjUGUrvR1YAmc2xfvMT8,개똥쟁이a,556,368,331,False,False,False,False
GRANDMASTER,LE7ry-hbfqz_h8GiRGf1CgDyO2DKSDxpuS-aJ5xMcmrfcA,Feiz,322,215,185,False,False,True,False
GRANDMASTER,jIGuNYJTgBiszP4Zp88n1lqeSMIyfoDL5dR1PDrykinO2E0,HLE Cheoni,389,601,581,False,False,True,True
GRANDMASTER,teC5m0xbqffVx8RK_2TaJgiB8-CAVngeHqrCF44lb_oZpTM,토페마 마페트0,348,176,141,False,False,True,False
GRANDMASTER,_c98piW4sEMq7a1TzkXUMB_Mn8WkK5zvQXkur1G2ZmChyx4,그아아악루삥뽕,433,162,127,True,False,False,False
GRANDMASTER,Jd_t9XljG7budW0kYZY3k4xH8K6TZv7ELQ0vxDHX80rCQKc,BIank Space,327,523,489,False,False,True,False
GRANDMASTER,1HwEK2cqzzh6avp-PdUnJOjNCpFg6la5UDok4-HB59NVGF8,캡 틴 조 아,391,430,393,False,False,False,False
GRANDMASTER,3lGKGBZJJdZErumzKLygZRVyzjyOdvky1n0hEDM8ONjjsAw,가루눈 OwO,575,306,268,True,False,False,False
GRANDMASTER,ECer9u7XJkJR2ND3dA6vhoopXZfqPoHN458urgd4HGE2Y1E,hl4su3a82k7,316,765,691,False,False,True,False
GRANDMASTER,crSS9cAFqRIoPdd_s2DKbR9Sg9oSH0qMSpy_UW167SRe6-o,XIVA,562,800,790,False,False,False,True
GRANDMASTER,HEOuuw6lLQ2PrMawB1NJyZHepaTxnfYb0DXibxN6MPxGNIFa,계양구 꼬마돌,360,226,148,True,False,False,False
GRANDMASTER,YyuVbtT3rv_-ATBDjwwOf4g2X0Ratl0N1wGaouHrtbehvA,안녕 나는 김꼬북,551,300,257,False,False,False,False
GRANDMASTER,biI4S9yVOqmfKNvG7lIYi0IownPrYe-LnlDUbzaSLeR704I,Cai Qi,616,257,217,False,False,True,True
GRANDMASTER,DeYz7nrvOc89llPNNyplr10CcBF4QTQn6Wp5NEtx6JNyvDc,오케이 잔나,504,260,213,False,False,False,True
GRANDMASTER,UyNnxOb8Er8f3mU0a9xF76eADpYmh_-hIi9pL6WUKKQZUx8,별 수호자 뚱찬,419,419,388,False,False,False,False
GRANDMASTER,vJLlo7KWgav3iGconjvSxDe2MuFc82WC2xZ1OA64UTOKbsg,지누야샤,563,280,173,False,False,False,True
GRANDMASTER,yibfiUrnCnawihQ7WkBjzD0aKl-gVHCwkPAFYVbcLiMiHiE,Burrning,646,408,359,False,False,True,False
GRANDMASTER,0O8WEh-jfMW9rJwozNJKsWHl0tvSb4oDj3ht5bDaMq22dqE,bupingfan,332,369,333,False,False,False,False
GRANDMASTER,q1fG3o0GLYWH357BnGzGe-5XGbKafoIUdmwijHadVzreJmM,준탱이528,317,313,310,False,False,True,False
GRANDMASTER,mnXNCDadbOAQwcSo7DTOfnEVqc0x46mNMooBysc9fwZb3pQ,다뿌싸삔다,334,197,194,False,False,True,True
GRANDMASTER,sbx4E8ZxZ01QT8oygfFNfU_TJK-b4bOSuOPzRNsXgOi-TQ4,jiudaozheliba,355,770,766,False,False,True,False
GRANDMASTER,tt88sQfsrk-ths-T56e8R8lyc2K1ZEanxYYk7tdbxd2vEn8,langmanbusi,435,798,735,False,False,True,False
GRANDMASTER,G5RH5u0c-PzMQC1_o5_RNCicwJUh4ZP1Yob6Ve_ZFf6xFoo,Cartoon NCS,651,357,312,False,False,False,False
GRANDMASTER,4ZGyNjbfymfR_MpLjXddxaZMvsopO2gOR8J6asKXAPo2xT8,ge ju tai xiao,473,375,322,False,False,False,False
GRANDMASTER,h24hyarv3gRPN3JsAX59ld4kacjT-5B5x48ZNEmaroS3p1I,FPXzhaoSP4506303,367,287,190,False,False,True,True
GRANDMASTER,ejuH939hQyEd75YCTThrid9AuqhEog2vuOqgOMciyefSkW8,Lucile,349,640,610,False,False,False,False
GRANDMASTER,z6Bvkued8lNso5GClQzMEbE-Bc59XDj4Z3EtRsK-CT7uzFM,실망자,363,332,289,False,False,True,True
GRANDMASTER,_HiaLmbSXjLwnIqfgeEK7ed3CiZ5SC-yqKvdZ6ch0EjIPOk,jing di zhi wa,440,438,375,True,False,False,False
GRANDMASTER,5uSsG6FwxTtxnJ-b53Vnt6Ng5_0kWsgLT7uLeIyevJoVlUs,qwas123,403,419,394,False,False,False,False
GRANDMASTER,OS5aablSfibxUj0N4ojoEeqUwn28vK8_rp81GDRHDdY2MQ8,doekdam,616,788,751,False,False,False,False
GRANDMASTER,sals2DarusJid2w_Jyo2PtQDKoy-nxG4ErVAcbLt_XGM-Q,바 드 본 좌,382,526,509,False,False,True,False
GRANDMASTER,nGq2W4lR1Q9QxlkO14mhnqBj9KKxgPznaaCwRs8cyA9Pag,Bring the pain,433,812,756,False,False,False,False
GRANDMASTER,Jelv0r5uNm2xsBS6zrerizZKSsICIVE3YOGPYPhchAq9FSk,아이셔,460,120,27,False,False,False,True
GRANDMASTER,Cer6UeclMq0ATayew8oFmlnrWEU0MF149PKsnbGW_WH-3VA,행복하고싶다1,508,906,908,True,False,False,False
GRANDMASTER,ptiD0K0t1cH0DqQrWbUfr03ITuJKOD6Q5cvqnfgZXbcPCV0,1010101011,448,371,345,False,False,True,False
GRANDMASTER,grz_il0epnXFnIcy0usdNm_JGu2a8djY_27wNHNScLLt3sw,김태훈제닭다리,541,813,767,True,False,False,False
GRANDMASTER,MeUgEH6Szd5sjD-mzBP-Gedzb_jLZ8h4k0cffBFkl-9Rik8,나는 준일하다,329,175,155,False,False,True,False
GRANDMASTER,GS2igLvTcl-HjHaRjkSYIc5DnZ1dqQJ04qhI49xjpvNDZw,말랑뜌쀼,320,266,223,False,False,True,True
GRANDMASTER,EPjLC83ygackP60cIVfyRj0XNve_tJM_HHREAeg61oce8kc,Goldguns,452,425,400,False,False,False,False
GRANDMASTER,TfIsM1IB5uq6aTkcHYP5tZcKoSM4htUH-DNuGri94M4zeyU,OHwiN,319,322,238,False,False,True,False
GRANDMASTER,dmgOSo3FGFAQ1WPuxyi9jkwUBIM0Nmf-SN9t1P3SuGW5lRk,너하궁,514,383,291,True,False,False,False
GRANDMASTER,5KGaVEAo2f5MGEfqcIMKprw50NNKPvn-RLxHwfEzmMYkN8c,xu xu bao bao,636,275,229,False,False,True,False
GRANDMASTER,8bzw3m471Pnp_X-NPZs76Ht0ym016fP9lYzHaxaatrHjXPM,Chu9,595,254,207,False,False,False,False
GRANDMASTER,PcB5rjlCya0va_LeQWi6hwxSAmees-0-1QWOf1yiN7aMyA,반반 못하는 원딜,568,1034,1011,True,False,False,False
GRANDMASTER,49yzRW2TiTqJnMzmKfOZAfOQrhuKMWCysDQgvD9W3AdAO7E,Gen G 무,379,898,876,True,False,False,False
GRANDMASTER,i4DS3K2DSnouDXQywb6TPoSh9_1kpwpZR95CrDPdxNJ6IGc,시간의 숲,495,181,166,True,False,False,True
GRANDMASTER,Deim0VIiNe8wVQ24ZbZuEDJCMe3gYHDoISbqPG-dwp6amlc,offonoff Colde,603,451,411,True,False,False,False
GRANDMASTER,U_apaBoNJJbh4uAZaaq8ntoa57u6ejr8nngTWLV8eyBAC8c,옘 뱅,615,122,81,False,False,False,True
GRANDMASTER,yGqXzEMWrthHlrX9j1xW5CrwMbGSlsbJ4FkeH7kfXA1Kr9s,AF BuLLDoG,439,302,208,True,False,False,False
GRANDMASTER,KTDYkZb_9IveqaaT5IjQ7mV5P9mGqIUorVa8M5kJkUPD0Fw,never give upp1,360,909,869,True,False,False,False
GRANDMASTER,IBG-0fgebhs5eyNEHOG4JEXtAnWjHQe7FDRdDqGtqc8lgzM, 피지컬 도구 ,553,148,91,False,False,False,False
GRANDMASTER,6SRALQgI6mtpH_OOz8rbaSnTL8yy9lfB58txvzVNQsYobQ,T1 SailorMoon,552,346,272,False,False,False,False
GRANDMASTER,AMSFj80GyGzva9S-7nLrxmnxbTUZnIlGt--50e6FeGN98Oo,절제미남,263,443,363,False,False,True,False
GRANDMASTER,LGkl0bBkkTN_OjP76goW2ERQuahZOhn-Q0INmIlFALlp0g,아는만큼보인다네,423,625,597,True,False,False,False
GRANDMASTER,aMmZ0LyBMzQaiVbpP624cWjpkpH_BC7TwJ-whHzKf3iKa9M,봄날의 개47,336,641,599,False,False,False,False
GRANDMASTER,129sbvCvh4XbXreCyPQbUv_9S6TnX5e6nJ3OFdKzD8EMzJ8, 초바 모자,391,312,260,False,False,True,False
GRANDMASTER,N6d0DfjXwNXfH2uFgiN3K4SOi3H4VVBPfqJkJ0_5p1Ed8rY,Sakurasawa,329,243,165,False,False,False,True
GRANDMASTER,S3Y71LTS9O_LfXKwcXbxIHjRx848ZoMCls5hCVVrFWl1JKc,알파몽,501,296,254,True,False,False,True
GRANDMASTER,18Cjk14fd4MSzkudPpHAxSjTyDD1vMiFbvuPBWlqMgq9UCA,kelin ovo,516,287,196,False,False,False,True
GRANDMASTER,v8hOwnlwEe7rkrmrL7kcBS9CRjwNc7bfDWBJLW1_XF9-gK8,Gudao  Xhow,355,753,741,False,False,True,False
GRANDMASTER,S0kQZTnnXkpB6sI9yTnrIPHGPQbfFzwtpnYSnrC_CXi_aEg,ad20,450,256,230,True,False,False,False
GRANDMASTER,SVlK8CHe0SFE05G6rY9oYppAn6XH9abpB-e-MFOXR9GqA2o,해킹한놈기다려,421,334,271,False,False,False,False
GRANDMASTER,QVQQ2yWNqrrBUvFj8jHGDDti2JxceXi22A-rDyFtIcHbCIs,DoRun,404,442,420,False,False,True,True
GRANDMASTER,8T8ZV3AJHbN_2xsWAc-Z-v3o0um4dHWY1O2It6-PbDxDdwQ,건드리면티모함,443,288,261,False,False,False,True
GRANDMASTER,q7PuddhRUv_1KpoXBNu-vhIW3QmJ5WX3ZpMK4PVIIUbKfig,xia pian hao chi,548,153,121,False,False,False,False
GRANDMASTER,MrLVBhcods5U_tD3iHs-XNKC2Csj-p1wzvRHCWdnNaq3lzlo,Stay 1500,348,197,108,False,False,True,False
GRANDMASTER,lY4NV8xOu5rznyBWJyqtsQuBCcYr1XCMiPtsusZ3xwtPWf0,kekekekekkkaaa,593,364,260,False,False,False,False
GRANDMASTER,wdlnjsS6yyrtDiUJSnnraZOty3dUf-y0IZCZhbuEslHWk1k,shui di si chuan,635,371,330,True,False,False,False
GRANDMASTER,mjd3oFC3oBlxAqZnKUV4CueT79SPFsY_SlVPTWJ3Wrp16ek,이것으로마칩니다,348,370,348,False,False,True,False
GRANDMASTER,n1GwAvRZFwjR2eAy7ljjlww5MVgcDEF1nQnzOFQJfdpE7w,중단 봇,365,112,122,False,False,False,False
GRANDMASTER,PibrvGrIPz-LTCjt5FrqO2mOI1osOhFrYNdEc8KeFN_8qVI,adtest T1,399,516,468,False,False,True,False
GRANDMASTER,SCtaT04bznWAdyG-ztIC5yyu9pYojp5X3RBK1uJfXLefNMw,Xiye777,629,245,199,False,False,True,False
GRANDMASTER,9JPi5D0lSW2QIag1pO4rqNbQNzKJInudReTcR0ce6eodBbU,fengdeyanse,357,404,317,False,False,True,False
GRANDMASTER,hu_SkrF-zojcmkzX-xW7KAtyFpMp2QN4gAWAQbIQGXZGeMk,손연우 남자친구,595,450,413,True,False,False,False
GRANDMASTER,CZ_YxFAXA0AUqvh5bU-whxJkWok1C4OBC8NDRB-ubmkXKCU,잘 살고 싶어요,475,205,164,False,False,False,False
GRANDMASTER,aeRpsLcvM98jCT2Wdt7L6uOkuc0qV_4ygtj7dNqB4JwkSw,찾지마세요1,377,655,615,True,False,False,False
GRANDMASTER,HCUoHqxP9LzGMesw-IAj9Lfl7vES0qSAuQqoVYG5BIwrgeU,충주갱수,506,412,362,True,False,False,False
GRANDMASTER,U0pUfec64_3JboseMQvqDojrNdSagOf_46_T4oXXZUKRmIg,돼지다람쥐북극곰,333,340,308,False,False,True,False
GRANDMASTER,Ktni8tI8utPJYg0k9zlZVQ2yUCEWZmE1V7zIK4DBqmGSbYQ,엽북이,520,259,232,False,False,False,False
GRANDMASTER,VTkz2Fl1yObjrZMnz5dk9TwYEC0S_LfFtz8RVtx5dO0N92g,다 그대로잖아0,338,283,200,False,False,True,False
GRANDMASTER,VJ-8gWgNIYOzTVFKDJ3c4mbtApICNef-JDRQIFW7DH63UPc,ELaB Unisia,390,561,533,False,False,True,False
GRANDMASTER,fqBDvy0XdSm-LoqkUDcSAiycCGf8NdRQZzOFhkpKqJ0wuFE,Khae1,545,547,463,False,False,True,False
GRANDMASTER,ZEYrM7APeXYKZizGvziKO_-bLO3PaQgUQ3K3N_v-0gyFzzY,The shy,676,237,198,False,False,False,True
GRANDMASTER,-jSx2h6Oz8zYOU4jpiF4tgOnl5O1Y4f4dlR2sBSYXHe2qYA,섬광의 무사 애디,398,875,857,True,False,False,False
GRANDMASTER,ZL0Gxu11X1tDGSJ37jpX7P8YD8493sBW4ACNG3lrFnLKNH8,상록중,333,427,402,False,False,True,True
GRANDMASTER,sqSN0Q5zr6b74n5vuRxdO-ArabNJUlKiNcGpGWwSxdwaUIc,적 정글 반만 ,489,376,296,False,False,True,False
GRANDMASTER,KS53tgtrfah94GF6IakgbmJoIW7kkC7h80Oo4Dgs1wpbOjM,M1 happy game,277,751,730,False,False,False,False
GRANDMASTER,14Cc-55dRnO18t_sw53RBEklFEu9UVSssRNb_aM7TXYd5PE,패배는한끗차이,369,259,128,False,False,False,False
GRANDMASTER,kFDSxSAbzIVcrzHm_KKuEJwkfR5j1JRW7-jkMT9l5eEFZQ,불사신 야생,319,865,863,False,False,True,False
GRANDMASTER,t-RgMjB0Ekmuimh8HJx3cLK6sGkEZvgrj0qhEsEOigxUGt0,zxzxzxzxc,617,326,285,False,False,True,False
GRANDMASTER,MU41QKOc5jCBhYukjALJB0pur9uwgnomIjA_eG2-QR0Bet8,지친맘을쉬고싶어,306,334,298,True,False,False,False
GRANDMASTER,fHx00KT-t8MyXHTdJfqjdl8t0stFC8MJ738XBeFMxET2qQ,PMD91,373,463,437,True,False,False,False
GRANDMASTER,W3R7txN21Q6nL1dgpnBJ8PgS1-eG-YP13M29LVDVuvAUzrA,누가죽여쓰,356,184,114,False,False,True,True
GRANDMASTER,-r-eMrreIJQdtCFC7S7znk3H0aM-xbhuqmhcLZxgfj8WSA,이보검,360,288,210,False,False,True,True
GRANDMASTER,b1bNmPlj0pmw3tywJ9uVkmSXljrvcxZfrIhNrK2w-mcc4sA,Nanachi mofumofu,375,408,315,False,False,False,False
GRANDMASTER,ApQ0Cs5DfW2AUCzenrMPeLCTEHoWPESnvxdNXbVpcK8DQQ,K tune,321,344,313,False,False,False,False
GRANDMASTER,AoN5lVnMMEaVmhegwxhgZXib1pwJ4EMxNt4rZ8VK_y6IyA,이승용호야,387,341,324,True,False,False,False
GRANDMASTER,wqmyc-0MUdsJpXEgMPxhkT88-sOVCG9wdJhoCKApeGy141Q,love veigar,403,216,176,False,False,False,False
GRANDMASTER,HaB8ZQ3OvUuW7VWGnjc7aME8pI87oWtl8CfNuCQxY-aMsA,Lactea Rx,500,328,289,True,False,False,False
GRANDMASTER,D97SM0aPVpM8TQou1Qnm1j6jRZNwV6YEs4bwJn9lqAnlkgI,Yuseifudo1,467,615,574,True,False,False,True
GRANDMASTER,39Fh2e-SS9hljsNOKGv9hyEI9ocpUjeoIKHr3U3oUq5Vf6U,Gen G Felix,547,424,399,True,False,False,False
GRANDMASTER,ElCFiDJG-OVfS7E9g-abrWPumzn41zD2YrYW76NM5ZrIaKc,Lurker1,339,107,73,False,False,False,False
GRANDMASTER,waS23Eh5NJcM50Yfd5iYaZzE-tYG7nmGd0oQgETB9aOtmBI,knightzz,662,527,433,False,False,True,True
GRANDMASTER,aliF68IN1KCuUrmSiuQaPLxeT9LWFtnH6cF6MFBICsX_As0,Kiy0taka,323,146,127,False,False,True,False
GRANDMASTER,F-Y3dV0EV5UaGxzEs11C0zm7-zLw7Uzd0ksqpY4eH3l-UXw,Shadow Nia,433,376,331,True,False,False,False
GRANDMASTER,Gm985gUwjj_uXA-iWqxPT_zMJdZHdFaEn_48WUcY3G-XSec,lonely mind,410,920,914,False,False,True,True
GRANDMASTER,vcl4BiZnA1VmgbSYdYyyHeWDZBhqQpJIguhybizYAKqaA81Y,ehfdkdhsakql,402,175,88,False,False,True,False
GRANDMASTER,J7dVURvkyF_emVgLtLCvdu8tKnRO9RSA5bf-_94_R8sMRa8,언니우기,542,278,214,False,False,False,False
GRANDMASTER,5JWMNm6platJAC467lrFQMWXfk9lSIyzIDQsIIisz3LMm1g,BRION Wizer,476,261,235,False,False,False,False
GRANDMASTER,p9jfCXQGjYC5ISYbrZ8C3NLMAVTa1IHRDE5O_hjmeSs5898,장난기기능,631,542,490,True,False,False,False
GRANDMASTER,INehbWOo3cx1QzEdhqmxYNOE0ZY1q3dIYdAh0Qb4DKWgT38,xixibaby,453,296,203,False,False,False,False
GRANDMASTER,rZYUsixnCX4_4e2jhE1nMAA8J3IIuc6aMA8vrMM6DIvyR38,핏빛 계약,643,282,245,False,False,True,False
GRANDMASTER,P2kGGpsIWHIfutDbRhLPWO4JxNZQyh1yDMshrQ6cxv3FhQM,정글차이노인정,504,224,185,False,False,False,False
GRANDMASTER,sJBb78xTKSh8uVMr_ASNc8X4BvXoYroSklWV3fvHl-M_mA15,사랑스런도넛,399,219,137,False,False,True,False
GRANDMASTER,ydKrIUTh899FqCOVhu1Yebx5E8PCERhIxF70GZGrvHsaesU,봉골레파스타사줘,332,116,32,False,False,True,False
GRANDMASTER,LQfhrb9clLpXWvjOrTacPgM5LXZtWDmkfVv43w2QbrL1A1k,boring each day,357,863,844,True,False,False,False
GRANDMASTER,Ussv6z9JFwssGUsEqhzhT3uJo0OEP9psOM-l_9WtAVZ8PPU,eaglee,644,984,862,False,False,True,False
GRANDMASTER,I7sGvrbqwTFUBkKWkZMYgzcwbJ_BvRhLiCeIZt50R62pvXs,ybz,453,234,206,False,False,True,False
GRANDMASTER,SW4iY_KKW65igXsZ9XGyeuV0-Wbs-woUNQE-hGJl4omKuJY,Iove fiora,295,664,587,True,False,False,False
GRANDMASTER,oyTU7Su-NBRjUNCuftuY9JaGeia_I13VfagNVkcNQy0wZGI,One last hope,363,230,173,False,False,False,False
GRANDMASTER,7n6afnwq60yhtpm1BvbxMmcwW2ws0g77d6IJgCnL68mqQC8,나는 천한 남자다,463,184,105,True,False,False,False
GRANDMASTER,19r-9MXLYVrS4IsOCNSc37hELGE_JdsbhApVGdS_Ob8HEQ,병찬이구른댜,319,833,800,False,False,True,True
GRANDMASTER,LDr2KORXGAoyvgzNShs09Qjp3l58zjjkNbyF06iSxgWAg8g,작은 모래성,366,191,159,False,False,False,False
GRANDMASTER,S29YdzLJQXx1mhaE41AZXlpAKmRxkCHBwTiOPBJ-kFaJGig,SANDBOX Punch,474,548,529,True,False,False,False
GRANDMASTER,Asp1mOrVQOrs5Tfsd6POew6pKBLWx89PtRBt77obcyrKtoM,유미장인친추하셈,544,250,256,True,False,False,False
GRANDMASTER,HuG6wv7jKFDnUnDY17UfcsujrNs62uY6-vG252uie5XdqwU,HUYATV Sugarmon,518,514,481,False,False,False,False
GRANDMASTER,YDQeIA37fI4iKGJX1Zh87yZSwhCn45xXlkjzLFlQr1_wRFY,트위치김수당,443,445,428,True,False,False,False
GRANDMASTER,KzgD6n3QQzPt1UanbJHKQoYew2s0b89JFENZUXwh82oNGJs,쌍수도,449,434,394,True,False,False,False
GRANDMASTER,nZWOz_lnpjH89R7bWLqX_dD8GUiWa1dyMKuuoxLF_Gq9Ans,그 킹,544,261,215,True,False,False,False
GRANDMASTER,NzKBd77I93fH1S-mqWbZaHm_LFOE-7n--_P7_fx7TT1YtX8,H2O Man,296,305,290,False,False,True,False
GRANDMASTER,J8Uf6JNmfkZUQME1iN29xWlcnD7-Gp46UU5bLvuJy05MRKw,작다고양이,529,126,85,False,False,False,False
GRANDMASTER,kGlDr7_onOacIt33rRbqqsRvq6S6aF4uM9o7cDVXMRjcC2Jc,Shining fans,672,124,90,False,False,True,False
GRANDMASTER,Ydp3qGOmQJrCRDEUiLpeJWPMpbRfyev6fhapXoOiKbq3KSY,Blesssing,375,777,729,False,False,True,False
GRANDMASTER,oXjdv1wAESBUw1HIVFI4RBPKA7PXmHbs2hnyxv20ZzCaLIY,HLE CaD,424,488,459,False,False,True,False
GRANDMASTER,EDAGbsbgICIS6LDB_ApIy9-LbdqDYsb-8oY9vvS-IR3dXpI,깨기 싫은 꿈,506,215,184,False,False,False,False
GRANDMASTER,Z-Y_RWQJQLov2tYLpCVTnja09cXwVQw_6SbFX1DnIKtNk90,Archer사수자리,382,789,751,False,False,False,False
GRANDMASTER,Yc-e2feqaQ2NAIb2_Uomce9Tz4QKIiJXL1Xn2B5qAvcqdQ0,Gen G Peyz,334,575,511,False,False,True,False
GRANDMASTER,3Obkr-uj1pbyS3qMGt2-2z7ATlzCD_vPOQhSeg05m5cGFMs,MCX Gemini,309,553,528,True,False,False,False
GRANDMASTER,RjP6Ee4TDeB2qHoz6agZ6bF9Tqq_gQkt8LywsAz5UX7RNpQ,gui pai qi gong,387,291,249,False,False,True,True
GRANDMASTER,Q2ITYliP-BpzhwiqFTg6pxcr0OdupZGUaDmk5sw69thg0L4,닉변하면 팀운이,316,395,355,False,False,True,False
GRANDMASTER,fMq09Sdm4my2k_QaQPYOXbwwkkPurc59x_NnbqsZtafbiaw,주말엔쿠키와산책,366,124,90,False,False,True,True
GRANDMASTER,jtt_houBrNsRRC22CPbwnHcEPmTr3Ie0w6nTaj8Qy0X6vP0,진철수삼촌,426,361,334,False,False,True,False
GRANDMASTER,DU6Jxu1U3poM2jFLVeLprYSaAW6vdL-f1aOkm1mGaBnhyqQ,to the sun1,305,314,230,False,False,False,False
GRANDMASTER,oq5eBEOK8zOXcANDYVlkfltjcrEIwLn4RWao3Dk01NSV174,Bmav,562,440,419,False,False,False,False
GRANDMASTER,XfiX2AnLwKOwUZmnLI1tIxofirSqBh379OjWNeUJfuyeqCM,beixinjie,526,805,755,False,False,False,False
GRANDMASTER,sM2GOVxukhGoi5kprm8us5Dx5cz8kJ7dR_0weObqQ3_OcDQ,이니쉬,503,564,530,False,False,False,True
GRANDMASTER,SaFW_OjhfdOLJXVLTFSSHYBtjW8_Gh87G6AB33w5HBMotQ,므라기,330,418,357,False,False,True,False
GRANDMASTER,H2P8jp1l4p4u1sg-3pofqEyJ0PmqXalwwxWg5Fh03LsyKYw,Huya20944947,581,196,89,False,False,False,False
GRANDMASTER,D7ycSGN_NCX0TxeySB8etRysIGW9wZLAfBxSI0HkIgvWMrw,고구마먹다살찜,359,366,346,True,False,False,False
GRANDMASTER,fCDOk5g1jOESHdeSNIkgNu3FMz1s0zjUAH_DxPy5yTOFtRg,악어새,661,390,349,False,False,False,True
GRANDMASTER,ri73pU2H7BzoeI_Mk2eUXpNQZkexSu5CxssV5fxC21NyoM0,불꽃남자신동진,549,527,454,False,False,False,False
GRANDMASTER,ORcfX42rqvJL6y_hj70YoatIcqAtFtvnwk_RVAwIlk28PdY,tian tian ke xi,505,715,604,False,False,True,False
GRANDMASTER,M0DO8IZ_nYwU4essJOo4OkDJJlqoSqn5BEbB4AEvsrVdXw,117777,385,551,527,False,False,False,False
