tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,1bh1N9Er-94JDUyNagzlNhxEpOoyR3quo2O8P17VShKsUTU,c1c1c1c1c11,331,1047,1061,False,False,False,True
GRANDMASTER,z_x1ShQ7Qxnb5WMq-uY8OhBkBn40BoSaweDQgEDwJp_MRwU,포식자,314,434,397,False,False,False,False
GRANDMASTER,knZIjnCR0IQdrpySQl9sMkZv2CmPQCj4YMF80wIYuMN-TMc,suyin,405,576,496,False,False,False,False
GRANDMASTER,n4fP60ebNhXLHPK7XV9PAtlt64DbloGwWja2fzQ7GRmnfWk,Summerends,456,719,701,False,False,False,False
GRANDMASTER,_tv11m3kmqbJX0Y3B9Iq58XYNWRCt4SkhEGJPPU2WCUL9-M,하 멘탈이 터진다,360,532,506,True,False,False,False
GRANDMASTER,Y4CiUUO9fdhUENrZKZp8gGgRREH8JsPorPyN-VX0KBdM-po,괴해신살권,560,476,427,False,False,False,False
GRANDMASTER,dXkrapvlBn6SoDsyJKvoXpAslBhVs_87g6rGfaoR2IkdSxE,참고 견디는 사람,359,577,580,False,False,False,False
GRANDMASTER,bqRPnXtTckX3bVQmvxmtjc_pjpNZ9jy38aUQapJH7noKCCk,fan qie guo,366,635,586,True,False,False,False
GRANDMASTER,c7lyOv61pjLXe-lmTsJBH8J644avGt5nEXFwDldEinjCHCA,xiaomochuji,500,513,405,True,False,False,False
GRANDMASTER,aeNXVxBuMBI6VCTZZetsZTxWxPHHNk0WENuS5l6zs_5Bp04,별로임 서폿 FA,692,382,363,False,False,True,True
GRANDMASTER,BwMp757p_rbnjb2mCBiAH6KQbxRWf6_Bswea6hTdImDBrdQ,군밤군밤,323,98,66,False,False,True,True
GRANDMASTER,2qzpZg9PhbIC-MnIWxZl2MpteTXZbnUHCNUNlxXAKff2hFg,하루20게임,433,825,804,True,False,False,False
GRANDMASTER,C99xEVJk02_l6EXinEB0DYh5oKrPmqdRdC_IRzzq2lY9J70,Miss you around,652,744,655,True,False,False,False
GRANDMASTER,OPZr8-dpOcNsmGvyl2j2qdhC4C_HFaYuvwuaT_5itcKrrlw,킹오브듀얼리스트,333,264,234,False,False,True,False
GRANDMASTER,JhyTA-Q9yj9O8of8r-GXokImEkkazMlkUpqgVbiIgncpJj4,덮밥9,446,840,814,True,False,False,False
GRANDMASTER,j-Fe5vDG0d-0XL7tWh9nDJtVVgtQjO2X3b-3E13F39uRkeU,heeseong,428,123,85,False,False,False,True
GRANDMASTER,NHyYMs6SHlDvhBnH7T2_OyjTymQKc7g7H55YCe-G0AM2lQ,꿈을찾는사나이,485,140,108,False,False,False,False
GRANDMASTER,kmm7Ri4DIjQV4x2Tgzg3yhVUQblinqeRhehgeiuo4PHghxk,정중한 야만인,409,129,157,False,False,False,False
GRANDMASTER,pDDCAainJFRkhwNcJJ1Vcx9iFV2JkMJ5aJA8daSYyK_WdAs,Remika,516,489,466,True,False,False,False
GRANDMASTER,4YbZmKSKWvq-b55FLlj_e8s7VeX1Bel8zrl6o1k1iAT6MYs,Akashi Seijuro,703,400,345,False,False,False,False
GRANDMASTER,jg5hR1204fwYBbIp8csaRLbykxGnFVVINPyJXxquki5avvM,yangyu XD,568,359,306,False,False,True,True
GRANDMASTER,lvV8Et5qJiPYBnT9plNXpDiNcStI_Qba4M9yhcEUtl_z3X0,볼붕이1,555,568,476,True,False,False,False
GRANDMASTER,F0OPVthAafKcuOMp1VviniTTK0H6NQC4OVjVISJgSfIaaeE,da la bengba,426,235,200,True,False,False,True
GRANDMASTER,2vwqfXuvelznDP26PF7wqOs5rQvSg1EqEiDv7wAuV6cC8Ro,Gen G Meaning,630,1015,984,True,False,False,True
GRANDMASTER,VlORSNDZvXVHGVNVaxMztzXrJqocb9kCHAdMlqhW055EgoQ,07050917,477,279,236,False,False,False,False
GRANDMASTER,6p9N-Pnh-LoDuMcB-JZG8hmE-BCsWK-pgSPUjIN8MwWaOkE,SANDBOX To1anD,458,949,963,True,False,False,False
GRANDMASTER,Al1urmYfq5uwpTRX6KOJHLyH9Svm8dAsZWjKFxwD3t5FX_o,에이핑크,372,296,267,False,False,False,False
GRANDMASTER,linaovXfZkNmrz5FxZ8edHTtv1uhNyXOiPEqwIof1u0EFw,배움의 자세,326,580,574,False,False,True,False
GRANDMASTER,LSS_WtwWYPe90afqWtvVuaePapKoqmXwiac3Kh9u-ugZa6E,심심풀이 여신,296,864,851,True,False,False,False
GRANDMASTER,nWqzYL0y4XYZ_Kdw1RKW0zOg144BavgSGzGV0X6nKl8NrsI,권 예 솔,320,183,122,False,False,True,True
GRANDMASTER,IDL3-Qyx6Y7KVSLbvsi4d-shb0wcDB4YfybiHl15yxSBR4k,시 러,425,179,126,False,False,False,False
GRANDMASTER,jSiY8Fu5o1qwHBlhUjhhBN5GbB5637cKdO5KCj6IdUcAxDk,별사탕이좋아요,379,332,293,True,False,False,False
GRANDMASTER,vDiXC_kOKcP292VuyvrziSg9X9OMS4pOaXaer4yA9-PDUQ,Relay,324,376,293,False,False,True,False
GRANDMASTER,ap7StgStKumdkQXblusoKoQOcXT2jMPV3XRkttrIEAcGwOs,chiweijingzhi,598,385,284,True,False,False,False
GRANDMASTER,hbBcD-tmSa8SyPyzII-3WqYmenGZeOGvTzZcZmf5GjglcKU,소로DA,435,317,275,False,False,False,False
GRANDMASTER,YVizYVpOsb_gZnvc2WhbNVZvgQIvWe0udhLvSDCBVUSKQ4o,HUYATV Misu,360,710,679,True,False,False,False
GRANDMASTER,Q1uupKzjTzqKu31hQwaUP0bKgyYDcecSMPwGXQaH7BlkK8k,꿀 칸,316,360,325,False,False,True,False
GRANDMASTER,t3SHzuw_Sr-5LOiZ9NzQfgqgwzCxwJxjr7nNCjj-V3VOglI,tiancaipaidaxing,514,610,577,False,False,False,False
GRANDMASTER,gawlTNzF29xFXmJNKSloJTOPrvF1Nb3MRyOMyqTRbdlxucg,홈런볼 다 내꺼,528,719,720,False,False,False,False
GRANDMASTER,eEaAG7KSTGzB1M_D1yY2OURlA1s_mN7hUlXP-mLbn6fkKoo,생고등어,328,330,300,True,False,False,False
GRANDMASTER,tywYUq9OiLxdo__p0I0VjuPHsMoz3YttmSfQvyf-Nq6Ggm8,Poursu,579,346,307,False,False,False,False
GRANDMASTER,BPI9esc2AmfrfMMlWVl23AIvXvmOCxe-PfbfRvy-ovf3uoE,Calm down win,463,313,286,False,False,False,False
GRANDMASTER,nbTuJBWgQ1KvCpSMBQl-AWCsll8tTrYhc2abX5wkxtBwI4E,Gen G Dice,555,1204,1162,False,False,True,False
GRANDMASTER,v9RoogWJSzYtPgmx14ED31GApp-RchvRUd6K9uFrUeYbhPU,야 핑 좀 꺼줄래,520,356,317,True,False,False,False
GRANDMASTER,EGmhQiL917q8gJ5yRpf5eBQijkdichSDCxnPPtYkvwg7vwI,Headshrinker,389,461,428,False,False,True,False
GRANDMASTER,PNRAsQEfWQz_MmzrneW6h-Mn68AH-kMHmF3FtVZ-SZAAbxE,리그오브래전드ll,326,1034,1011,False,False,True,False
GRANDMASTER,tIsOBy9WN3Wzkczfi3YQqRZobpRO1ghLSpEdcAHvGC611ck,tztztzzzz,527,713,689,True,False,False,False
GRANDMASTER,culSiLygWgFIK4DiyB7a_ZU2ylWzWm0L3U90lE-bMgdiAQhR,duiwu,448,280,189,False,False,False,True
GRANDMASTER,KFSdW_sPBMxEIxPXwmPqKJnKIFyEdKgOZ5XijFknrdJdKIk,DRX Merit,635,629,588,False,False,True,False
GRANDMASTER,kfK4HrNsFH-7UMMbNt_8-aSapGZdMyTp-mm1TEe2G3Gotv_l,madkoed,640,154,112,True,False,False,True
GRANDMASTER,UQsKTaazWibgtbPVh2tndGVm9Mx6yYq1vrJsh_yqzHHkzrA,Lehends defensi,501,285,180,True,False,False,False
GRANDMASTER,i-r2W6_whwjjwT8qDvff9ZxCFp0El9wGer6W2Z9C-itzWbs,tuinoobtuixinloi,672,637,612,False,False,True,True
GRANDMASTER,A-yS3JUtE8J6IVIgeRYgF0Ha7CZec6FjqH1Wjodm3vWuhBU,타잔 그림자1,450,329,299,False,False,True,False
GRANDMASTER,wdKFBU8vS0V7x5N27yfXGQZ-YcA6uuAJDzxrk6hAPJ2D0lX-,뭐든싹쓰리,497,198,92,False,False,False,True
GRANDMASTER,zW_Gg8VN5wwwbg6OZi-ToVHM9LHfyk_UqjqRCEqHvRJK61E,GAMBLEER,375,1367,1349,False,False,True,False
GRANDMASTER,l9sS6R8w5fQjSXp8vwDvGFVaK_fRifyF_00FAwxrXRavKw,Be Changed,359,185,149,False,False,False,False
GRANDMASTER,fybNchFg29AfGxQ01tA0Vti1dP7cCKRGh5WlxOVHY10aro4,드림캐쳐 보카,392,297,267,False,False,False,False
GRANDMASTER,XQifjH-6tsnkJs3KPgPH244OJwIILgxM25z2YLlw0UMv6lc,선택장애말기환자,384,697,656,False,False,False,False
GRANDMASTER,DpGSbCmNVVgKMRkXGnie42dl9X39KOPP6SDTwxXrDisHFg,하프실,556,198,169,True,False,False,True
GRANDMASTER,9cmGhp_4cB6g5mGruunrDlcmdP60PRVMA3ahRFzXN9CJTD8,lai dian gou yun,572,380,348,False,False,True,True
GRANDMASTER,e0VHp-IHP3rrc2hl6v_GHDQ3XcHCoCP48z13hlW5QwGyrF4,EawqaaAOVO,669,530,489,True,False,False,False
GRANDMASTER,mGZ9eKUlh4PT9wi-O502JslhRTk17-ov_O3tLSYOqbIebtQ,곰돌이 토끼 인형,352,823,806,False,False,True,False
GRANDMASTER,uasDVEqJXBAxCme8HSw9xASsJIm5bSp4HESTU5VXyqiYy3w,Wyvern,704,329,290,False,False,True,True
GRANDMASTER,HqRBwmmthZvc2bNcDw4K7Sb97d516KIif_Cp2jBYMM8-bg,Yaw nuY,542,240,200,False,False,False,False
GRANDMASTER,5elSxwltdpup6OaGHik93nOCK0UdoY_YiY2ZXztNQs5_V4M,내가사랑혜 선,544,282,169,False,False,True,False
GRANDMASTER,Jf_ux49CnrG5NFEjycnzODwzp2pv9tim2xeSa2KLj2I7Pbw,FPXzhaoZD4506303,700,626,531,False,False,True,True
GRANDMASTER,oyiHZYt02sFwm2OP0Q8fovNQDc9nTpi060kTZ3NU9K9f1VM,FA Racoon,412,326,295,False,False,False,False
GRANDMASTER,l5g24GTY1h-jWuPJ_RgmS8qyetYmhd2bhg5Pyks-uneUTPI,sorsorry,360,819,789,False,False,True,True
GRANDMASTER,aUdfB1TVaOa6dWtfiwwg7HFJOpGMhRoEe4-BnysCKw0mWqg,Anleader,457,779,722,False,False,True,False
GRANDMASTER,QYCjQuuOng1g76ROSh-sVNLnT4aC8xhSrWtTMezPvoRWej0,독한놈1,377,796,762,False,False,True,False
GRANDMASTER,-tMhWMHWfx2vcCalc4N1tYa4Kt2ii_FJfuBrvoubLCKAjMY,서폿 is DOGU,525,211,175,False,False,False,True
GRANDMASTER,gFKRzuXkRl2Y4D1XxgAWFUoWUvE8zoG0lOBt9oBhJvXKh1Q,나라카일,518,327,289,True,False,False,False
GRANDMASTER,lwXWdHwgXQqEMnyaHGFnb7FC_aBhNu3tODi6KmKfXxa4U-k,tnedifnoc syawla,547,120,77,False,False,False,False
GRANDMASTER,n3kGyaYeNsx1veLLJx9X4JGr3o8eLiUPpf37_iUfyBHr6d8,쿵먹밥주야,561,219,190,False,False,False,False
GRANDMASTER,KL4fvTkoTgX0fBsyDREifCGVEbzFEshledRl0r1G-T8ad-M,주현이그마갈꾸얌,338,203,170,False,False,True,False
GRANDMASTER,TM1a6ChypYGE1k7zcKdpwWi7f-1okC3dlbKWMnZVtEt5uf0,종학윙,659,471,414,False,False,True,True
GRANDMASTER,SK7Njm44oCILxfW_BxfemdceVfDMzo0FmkrDc6W54LbfMqM,비타민을챙겨먹자,548,743,722,False,False,True,False
GRANDMASTER,0IjhBako0g6Y0vzgex0qhnCuryniore75p4iLKaoByOHxg0,네버rland,490,632,593,True,False,False,False
GRANDMASTER,C9U7z_RNon_R0uuPdeptjMEB7mQqgrpV6HYwCd0S_U-ieZ8,블루 맛만보자,557,320,297,False,False,False,True
GRANDMASTER,n8OpiU0uRbcgTc4_veUdsQqrE7a7RxkEGsNcuB3O3p19C-4,happy   game ,454,948,865,True,False,False,True
GRANDMASTER,qgWcUyLYJuux0hIRuwvTGb_eOEBad4OCDLW5duv8vnoWRjk,소냐무,545,322,224,False,False,False,False
GRANDMASTER,IWMOZlrIs4HSJrj39Mhgf6ZM9oAnFLFakY-WTbM6Qg08lmw,너마음들려있어,347,672,658,False,False,True,False
GRANDMASTER,nq3Ueem7zaEzzZk5LhCPH_sLJzv4iVnD1DeSbndbMRWDhNg,Rose 박채영,454,595,578,True,False,False,False
GRANDMASTER,4e5WFqJiB4y9DWI-i7aayylAjy8YWGXFULV6BFZn6pDMwnY,SEOKOON,379,409,364,False,False,True,False
GRANDMASTER,s9DFf9cY6DwT178sTIJWb_lwMOcR9hcjlXaONvI_hI_mx80,딱 대 도연아,365,151,110,False,False,False,False
GRANDMASTER,4APWnulfz6Acc8OxrpfN8Fbb4-yoxtdgf5o7AAc0kZsm-A,나눈스트야,504,245,212,False,False,False,False
GRANDMASTER,-RlG8CXWLHMHpiAlBoe77arhvMQQ2NYQpYQ48DuUwoxUtH4,울부짖는보노보노,590,818,781,False,False,False,False
GRANDMASTER,95Zs5rDerTGWs01p2W_Kx7Y23vBpRJh8sLr8kTKKjOfCSQ,wsfw,677,480,445,True,False,False,True
GRANDMASTER,egZqMJf3o7MGiAXmC3MggenEsODLJBH-n6ew0lF_r5o2gHk,hxzismyb,594,563,517,False,False,True,False
GRANDMASTER,CkzFS3EaWKvwqjkvXce3i_di5tAGK3C8AxhSxh8TY5rywSo,yiyu time,491,581,555,False,False,False,False
GRANDMASTER,IiSERznhAV3koRxKr_wJZXYgyf2T1GX76UnNXrLkxL4fXA,Heimish kingmono,467,127,84,False,False,False,False
GRANDMASTER,JJn5s7K0ggGJK9DqMcikmMQM005Aj85V1eu_9Ha2MFPWeNg,mingyue qingfeng,366,607,574,True,False,False,False
GRANDMASTER,lQkVkKGUk7USGPlqVhhdmfxg3T9Yva1YJ0xA3X7VVlMPHQI,xintai bangbang ,420,636,611,False,False,False,False
GRANDMASTER,nIqXQ23OukjeKSacRBClmpoyHzajz-M-D8x4qYW7tlwkcOI,으하영0,354,176,149,False,False,True,False
GRANDMASTER,ZGKz0DGPumRK5Y-cnU31KdLR5dwlkqYZ1jTFFWw0HWXQ5ew,get0n,449,224,116,False,False,True,False
GRANDMASTER,Dd-Cn5dtl1Xux4btdQ23fV4NkL_8DI2RI3MlWBJsAKQtZWs,BRB Swamp,320,815,760,False,False,False,False
GRANDMASTER,f6He0fce6cVQ-8D9kDYWZvQS819OEE5yJlfBQG9c68xo-lU,Bu sheng xiu,486,242,190,False,False,False,False
GRANDMASTER,JIbAD0ZYAuVYu3Fa1tqKgz-aKeHREJuDAqv4LOaRmQ_3us8,나 잊지 마 ,308,602,500,False,False,True,False
GRANDMASTER,ubJ0qoyul7Qq4qX2z1wno7_lUreauvdVih-ItPpMRsEQGZY,Donko,286,576,554,False,False,False,False
GRANDMASTER,D1IB3cBHsIRL4VkabdXpns6c5ejr94WzTL6BmOFhB4hqg0w,elole,527,327,214,False,False,True,False
GRANDMASTER,ixzPNM-2gL2YH2SHflup2Vb1d9sU9frKhvOnB3vffFADDg,Happy Cats,337,201,163,False,False,False,False
GRANDMASTER,AX3JJMc7bWfMz9JH4kcDKqgqh5zEYq_hd1Y21btI_bJVKS4,Yunqi,636,319,275,False,False,True,False
GRANDMASTER,msZfxW3f1y2l8ng-jZCwg1ljMB1CintoMFzG1otHW-okesQ,The Mao,514,664,628,False,False,False,True
GRANDMASTER,rIf0vATV7OJ7snX_dFQXeONGJ35eI--FlpEybxNqrZ7f4kg,생명 말살자,349,276,183,False,False,True,False
GRANDMASTER,c-P5VBklW8VW5SgzKFr9DFZOfqE4U4cZaGgc8HmiOeWn__k,ANG TV,374,833,813,True,False,False,False
GRANDMASTER,poCHVMEi3OSrZRaWj8zO4EoHfhlabWcu0roXW4ut26bzJL0,귀여운 현우,360,246,221,False,False,False,False
GRANDMASTER,3N5jfYhapIBvPSYW8JFCLSz3u7Iwn8N5zbj_PmrIYYITFqA,94NiaDzzz,317,449,411,False,False,True,False
GRANDMASTER,l0VtSsQ56U4lpGsA0RhksIhmz5d-nO4v8cfb4ilFUoJtGZs,느린 심 장박동1,356,814,790,False,False,True,False
GRANDMASTER,QqwrNFoKdPyTM9Plhwzyj6GFf452kJbGCjCPAZ7NFxHp0ho,PREE,348,253,225,False,False,False,False
GRANDMASTER,mWqsHz8upLi6wyLjs1Sp-LftKmeyIZFPh0wpr7M1t3hdrfA,liiiIlIIIlili,480,203,158,False,False,False,False
GRANDMASTER,fPmPSgSemwSyob5-WWFgmC2VWIZ25CgRZh52pldIr8vDjDM,blissYYB,606,992,889,False,False,True,False
GRANDMASTER,EU__gT-EvTjss67BA_inHae6dWJ-Y-VKodH1hQVSMGPjhEg,들장미 의 마음,341,1095,1021,True,False,False,False
GRANDMASTER,NbXIZKSb20u0ayi_0zHxhK9piYqdwaEvz_zzmXUDx9jZTsw,baby sen,364,834,733,False,False,False,False
GRANDMASTER,e1kybFz3KUANCH5yPSE26FKBp_oK595eHZRi-QkYii36hLs,동네누나피트니스,536,474,456,False,False,True,False
GRANDMASTER,YeCUUDBqepIUPBcpfQRqzyrYz1oOX3byOvXXgP3qkOlBqk8,vt77,361,269,246,False,False,False,False
GRANDMASTER,J1lXby_ZMVp6js4VPCGb0p-RNch845l45dSn9NWjO8RSeQ,Naehyun,576,589,574,False,False,True,True
GRANDMASTER,yT40g98SLYYVmFm0BQGkBx7dhvwhUcvuJnYJs_mVOU8Kuyo,HUYATV Soboro,306,756,688,False,False,True,False
GRANDMASTER,4Mtn6Fy0V4e11hIpCNCndqo1Pfq5sPLhun-uARnwYHHBnbY,dan sa fake2,338,672,640,False,False,True,False
GRANDMASTER,YLDG3puxtTOx5DmA6PZ3MUE5koIsUAoFyFKh5ADifBEaxrs,WE 77,398,475,463,False,False,False,False
GRANDMASTER,ElwSpHo73vPDs2oXhMq9dJVfp5hYLMICL2AdxB90pt9JBg,DRX bubbling,442,527,503,False,False,False,False
GRANDMASTER,KU_xZCoxe5q8N7itWEhLZN060qjg6lLrdrVltm5tPMAYTw,나랑랑이,331,219,193,False,False,True,False
GRANDMASTER,2jYcqxtF23FIaCVQnvdEa_B8XMRdje4EiKu3SvL_wOD-OVaX,lkjhgf0987,720,281,183,True,False,False,True
GRANDMASTER,aD-qzH-NSd3S0hQBwXl7LOeFxOGm7WB5Teb2Yo4fi-Rcr54,93년생 기계다리,324,219,188,False,False,True,False
GRANDMASTER,9mtBrMbQahaEHbSDS879ukoW51GxBOL9Dz7-c0soMlRc91k,BRB Tang,445,742,686,True,False,False,False
GRANDMASTER,ZHVygHIqqdX2X5WDGBlg5nc04daMG--KlsnfI7qkdURA6g,자메이카흑인,386,605,570,True,False,False,False
GRANDMASTER,2098ZhfUeAnL1Vjr-7x_Bo_M-c0YW0KVATXfiVRTsjpb1rs,Sciuridae,525,612,586,True,False,False,False
GRANDMASTER,1kwHhZZmAfRBom_XhGl-HBuOid2ZnI-PBvNkqVV07jjeCR4,SAUC,443,709,677,False,False,True,False
GRANDMASTER,wPimx1Bfb3GjmNZs3F9Lx-i2PzH-Wzod_Ja7dbd9pZ_8JQs,Tangwa,572,747,708,True,False,False,True
GRANDMASTER,YqjNQ39GgT_aUEVgLnbXKOwOOPDSP9AlWksXbQvkGNGo8Yw,zhengqu,455,796,774,False,False,False,False
GRANDMASTER,T23UrHOY1W72PK3VDKgg6Y_n14W9AkYF-gSbiw8mzCTBKw,말라질꺼야,586,229,205,False,False,False,False
GRANDMASTER,FTWUnyXHg2r9livBGIRRbk5slE2SBsSHsC7xpn6bZnJuack,김무진,343,252,232,False,False,True,True
GRANDMASTER,PdT6IQIis6EXpvTQsC03DhzxD122cSCXGFWnjUOqooPyu2o,haichao,346,537,527,False,False,True,False
GRANDMASTER,h_uFbeE_PcJKWcNdJbmnsO34nqpbtqLx3o9VyenmD3a4Y4E,레옹1,519,790,765,False,False,True,False
GRANDMASTER,_k9RX9Ws1luizpCuGmGc7M0IJK48RMr4LUefWEoRZ3f7VX4,sinabro1,433,190,159,False,False,False,False
GRANDMASTER,L9rVRRDmyiI45hhEaykghzgAaeE4MPJysfYJvNNn88m-qfQ,샤오 쑤,287,698,681,False,False,True,False
GRANDMASTER,vnSpq3vHUOhTLDsCB3mvNQkQUn1f-PMn5ETvzsVamfx2lNg,Eurasian Wolf,399,474,423,True,False,False,False
GRANDMASTER,BvKUAjQWiwGpx2-1_U8tXBzxtHT-z4geTVbMb5s3-ccWyQ,DRX ZzangGu,407,798,779,True,False,False,False
GRANDMASTER,9x-tVeffPMDpVfB-Ocr_M4d4bVCylXC4gfI4uKbSSfCp5jA,li li wan xiang,404,453,380,False,False,False,False
GRANDMASTER,GIcWK_opZRijwMV1be2_W5CjpoiibaOBs_PabXqEufFYHC4,87 n94fmpcs,412,926,845,False,False,False,False
GRANDMASTER,pUER7g_vpXMItJm07H6zx7IvWYTSPZavUtottcn_3GCNX-A,삐삐계약,323,466,452,False,False,True,False
GRANDMASTER,wzMdnCyg266UMeJRCesOr7pZNY6q0g51XwOK2erA0CfwYuo,징징이는징징징징,419,699,671,False,False,False,False
GRANDMASTER,HS1hUnZzc6pXvBMttW49yaff4luOcdhhDRMdTEpGdIl0xJg,BRB Mightybear,406,646,624,True,False,False,False
GRANDMASTER,w9bjKsj_1CGrfaBcTnkYXKK4lZObR_hJvGUSJTN5teOHwJs,지존캡틴제드,524,182,144,False,False,False,False
GRANDMASTER,X2fjAxxPr8p07dw8CSzlI45MyULSjW4NB_0hu79OHDrQbTo,18세 기모진,334,517,463,False,False,False,False
GRANDMASTER,MW-g5bGnAhMfiN9B-hbXD55A2Z6yf_6ilAsEUdBCgfq4taw,haorizi,544,489,388,True,False,False,False
GRANDMASTER,JY3G1LOWZ05CzhenBw7CT1SuMLLXC_-JBtejmSE1e6zzZaA,물다이아123,401,161,129,False,False,False,False
GRANDMASTER,dTEHHBsMqppd87inif_aU2kKgsMpI1CIkvBNHlOzROyE0UE,DRX BAO1,606,249,206,False,False,True,False
GRANDMASTER,ggIVoUaPrBFuC6kzmnZqFTZRgrynq5RsCWmVGL7KrPFqBRw,에르피디,350,479,423,True,False,False,False
GRANDMASTER,r2hYLR6MEovBv5OG0Ih6wMICOwDmF8SHyGEnLld0L1M7Dts,gbzj,545,950,975,True,False,False,False
GRANDMASTER,zBcVi7_qGXybPNGxtK6xvvEQRkI4QyZAEPdbi8Mdc0lhGwY,tian hei hei,466,406,364,False,False,False,False
GRANDMASTER,_NTX7cMUD0ozBaGRV_Dh_yifl0JbUMaSWrxvYxvm1OO4QA,단군의청춘부재,718,485,470,False,False,True,False
GRANDMASTER,rZM8stznimdZLapY5wB5rsvw_JwEqFMi_wOzdUFc_k6egzI,SHGDasher,380,582,561,False,False,True,False
GRANDMASTER,9dVbE8xiBfwhfLB48BfOGZua6AR2g2Hp-8Czv_vGoQ2grhA,daydayup,587,419,374,True,False,False,False
GRANDMASTER,oRcRuoyHb_azWUiOIauzOFTEFCnbfS-5An4kVudxiWOrLJ8,Blank,492,251,220,False,False,False,False
GRANDMASTER,kDJ_Ybk9zZOptv9Tdm56Y-SLsUjARCXxDFfh5NwkLGAioP4,머 익,606,689,642,False,False,False,True
GRANDMASTER,W2r55NvdIwOB2DLZS2593GfhwwHCWWysFpSk_ieo1yfF-vY,절세미인소연,443,256,193,False,False,True,False
GRANDMASTER,ShZBqQKdqDklC2FdVba8VG4T9aHzr0GjSj729hvJvljUlg,달성서씨서예성,466,707,680,False,False,False,True
GRANDMASTER,ei3DwlJo8R-yTSMjCaBzjOWY6ga6w66pJjUgNvOTTvWuZm8,Sweety Pretty,687,279,237,False,False,True,False
GRANDMASTER,Jhx7chp9p4jZzBIUGdPEGJJCE1GUdjr321V-3MwXuC_vlQ,쵸붕스1,482,156,147,False,False,False,False
GRANDMASTER,1I1ZlzhfqkobnOPSMiGK3mw-mdqJjmJGq4YpX0cGDu6FWE8,Braveleather88,348,1606,1602,True,False,False,False
GRANDMASTER,Ad5BCGhHcjQ21Z5mDSuNpSPezcMXoS1_uZbfVKfgnlrYjfc,갱슥2,415,163,120,False,False,True,False
GRANDMASTER,R76Rx51Xbzq05zUiv6Tu6siNjKNL1Ao1EiEAFhRe4sf6KyU,Morgan5358,393,198,170,False,False,True,False
GRANDMASTER,hOWzDmE43Yd91_kxwrMOs19zp6uVUxULsYoZ9iFgKEu5g90,Just Upgrade,393,248,268,False,False,False,True
GRANDMASTER,39aVOQZ-K92kUyjAioUdAtb5qYykGSPOQbPAc2FDQ5PRaV0,일확천금의 꿈,535,216,157,False,False,False,True
GRANDMASTER,p9ByIVYtlY5149og3t2juumXwJincmd-iFU6lsbg4MPnydk,사랑해요릴리아,481,151,98,False,False,False,True
GRANDMASTER,ZLFj1oLurNmmxi18nnSZMx36UzkspKO16XdYoYNMTbKhx8E,gganknam,438,831,832,False,False,False,False
GRANDMASTER,vOjsSh7bldUTLoqgBpZZ3TMaM5GyC4O-dndz52TSoxcdiAs,참포도나무,434,540,461,True,False,False,False
GRANDMASTER,ApeSO5nGoj6XEqL95KOijl1-P4NE-V0Wtqbzugsu5ypgcek,Arrowlol,619,307,202,False,False,True,False
GRANDMASTER,TzqkcbZ1DAdLxY5IgWxXFoTdmFVrO5SSLmOR14MaPXRFRNE,Luo Ya Xuan,379,337,339,False,False,True,False
GRANDMASTER,jDH0sGFXM0wp-nRDvlxDrCQeglUcs1heaQx4TuiTwyV-mH8,졸며게임,440,740,718,True,False,False,False
GRANDMASTER,EanfP01eX_EixEDJpyNyQS3kBtUa3r-A0UeE7BdoJBXlvWo,갑각류맛있댜,676,622,573,False,False,False,True
GRANDMASTER,IrcUyKUnhhtmcPHdPlkSLH57o34HzqLRJ3gj3PpFB9BqLdQ,capturial,356,168,135,False,False,True,True
GRANDMASTER,z0P_hAeupIW-UzA6Nw8sMQud-tv1IvoRY8UuqTV3c2bdGYM,EbbTIDE,369,755,726,False,False,True,False
GRANDMASTER,AUcBnorL9xn0z3Ej4JqqMckNoXq2apBtZdyKx7byPh_nriE,두살때곰잡음,493,137,67,False,False,False,False
GRANDMASTER,j0lgeja5OHjuoNOcRj0rAlUEJK_BjKX28_12763OXqAG3Sk,KronGG,603,605,563,True,False,False,True
GRANDMASTER,gTkEJ31VTm7zqPTRILU3mZ-T3zNPknvLslyTKqqN-M5pJg,오빠의바나나,326,150,116,False,False,False,False
GRANDMASTER,s0ccEWs6a5UFgSyzjQhIFbv2x5uiY-CgfCOr3i7OA_pDebIK,안홍기,547,359,261,False,False,False,True
GRANDMASTER,msgN7YeFuYJZUVdtqfw-_v-sTr9lA3bcdNTIdhV-o3ReO80,쳉 쳉,454,462,476,False,False,False,False
GRANDMASTER,Hz7_zKDN5yHprdZ_TtsBEHcKpYfi7J8xJ09YRzHXWHZcOn8,오월은 여름,333,202,119,False,False,False,False
GRANDMASTER,hMEZLWGQCpjNfvGSlkY8TkYz2FIrtP1RBTqK0swYgUMoNAY,changjunsi8ci,399,666,574,False,False,False,False
GRANDMASTER,Flt_kCAqoaRL2PhLrV-04Y6SFNFAET82ZbnwRUu3LDQsmaQ,Devil JGL,358,422,384,False,False,False,False
GRANDMASTER,2rDVGIFm95KzM3sbfjJZILKJz7BZDk854v1Ilu2yKy7QNLk,전설의용사박근우,543,725,681,True,False,False,False
GRANDMASTER,c9G24S_pW_kVHAef_TLKTp43n7Pyb0rzKE2Xplba-fGeg18,prob,322,184,162,False,False,False,False
