,tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,win_rate
0,CHALLENGER,AW4jLzyT_xD3dsJl64tkHHqHCbmGR7m1IB1JLjciCf0JSHk,하하나야,691,388,342,False,False,True,False,53.151
1,CHALLENGER,YlcfsoViJY_RcE1OykK36eRwwZkX-dS3CN03xo3-3BgCcw,탑 혜지,755,1053,1008,False,False,True,False,51.092
2,CHALLENGER,gDT7EahewUM3ICOXTaaFUG-Lc8G6YM070M2tdWSQZ9Q2uJ0,jiandongjiuzuan,858,609,558,True,False,False,False,52.185
3,CHALLENGER,xYab9jxaai-xJYdzcIJRPCVayRL75bEf9HfBK35Icqppbys,motiongggggggggg,942,588,501,True,False,False,False,53.994
4,CHALLENGER,XPw4d14HEiRv2i183uJ40ALdruig5ulQyR5GyKtyME3dbfY,qiaqia,780,553,504,False,False,False,False,52.318
5,CHALLENGER,VP7hoqvcqDJ_lTd5ZBx1TvEgE2Ld7cWPN0Iss9vYdTdY3AI,Awe Dive,760,567,521,False,False,False,False,52.114
6,CHALLENGER,7HTkHlXBx7PrTs1tcESRYdfUJDC8VDZR0FyGqcexyqvHvMA,mogubaby,857,215,104,True,False,False,False,67.398
7,CHALLENGER,ZdB9JyVsXg3ag1W1OSKLQ4zy2tI_PQ7GnSD4wqAIOyG_7FU,Aprox,1051,245,180,True,False,False,False,57.647
8,CHALLENGER,-nKkbfGqc4wERvGNl1k1TRJa0QwWhPY8VxUUju2TDxGkBgc,주먹밥쿵야1,833,213,165,True,False,False,False,56.349
9,CHALLENGER,-PKiwe-QpYoN_SRhNC98nVWnd6Fw6u4YKB8_nYwzeNf4AIo,이탈리야 전문점,697,275,207,False,False,True,False,57.054
10,CHALLENGER,bAj7WrocvQRhuhVfREQNhNPUXYUoWrMP1qvaCiPu01uPCYw,huntiand1,1147,739,694,True,False,False,False,51.57
11,CHALLENGER,EWI4jkK_ZvjkqxmdOkIHsXjwL2XdLy2eFbAV1ulnCMaXAw,소나잔나,1215,198,133,True,False,False,False,59.819
12,CHALLENGER,kY9eN061gk6fe_FlE0XP7N9DjTOF1UO2U28IVVFKT6gj_KE,T1 Roamer,924,1030,977,True,False,False,False,51.32
13,CHALLENGER,nzgwqpnjLEYmmPlj6YG1awWH_AY3-8axk673qyHvNba5hE0,용호얍,1259,311,191,True,False,False,False,61.952
14,CHALLENGER,2YlMSpf5cpFIk3R8S3_xQL8Y0J6kxVbjhqmAext6t5BxDWE,백수넛,938,448,394,True,False,False,False,53.207
15,CHALLENGER,DVmeZPlLC8kupN1p7CYtODBDaMHSuGCF5VLIR85VtAL9eFg,MAKJANG,761,183,131,False,False,True,False,58.28
16,CHALLENGER,AWvLENmf6yJn4mBQeeun86OzUVPO-eDToiRX3L_vgjSbnR0,KzcXaz,1246,376,297,True,False,False,False,55.869
17,CHALLENGER,Dr5hdqJhAACFX9HW9Yle1yNAe26mASR4Ustu4xS7mPDfKGI,krats aira,897,303,255,True,False,False,True,54.301
18,CHALLENGER,O3wX-F5sSS1_ik3MWfBYj9EwolLnCAdN-nRNS3YnUskl60A,fabaju,717,664,642,False,False,False,False,50.842
19,CHALLENGER,dVNHvwsjczs_POBUUIRIcvGC-iwkAbQj2JuOISgaXTEjnDQ,T1 Cuzz,1117,326,268,True,False,False,True,54.882
20,CHALLENGER,z8JQyBC5bS6A772JI0g8AAkdLz2W7dil9JnfIHCZhag_7zI,Vlbra,746,300,270,True,False,False,False,52.632
21,CHALLENGER,MXmO6br11UXNmq3CdZRprDe0Gm7k77EaZ_xDRHu2CabiLvw,LOTILYX,695,289,246,True,False,False,False,54.019
22,CHALLENGER,f3fAbIuFzhp5QCMu1JFThRWiEQizuE2n8f9KfLAwL3lRzp4,xiao hong mao,852,569,413,True,False,False,True,57.943
23,CHALLENGER,2moShm0rvumIVhGe1dXZNSUIk0AJQ2JybSkCEQyAVpVPX6E,SANDBOX OnFleek,759,449,418,True,False,False,False,51.788
24,CHALLENGER,m6VVA_WJEE-mO7zuob7BuWhyTwbIqt-CDN_S8cwwyioI8w,SANDBOX GorillA,940,477,429,False,False,False,False,52.649
25,CHALLENGER,hNl3eeVj-oTzOPiHx4gdDcUhrWbCO_lpc483f7-WOkfFXLk,수금토토일민우,691,202,154,False,False,False,False,56.742
26,CHALLENGER,q91sHjSLeJM4y3hbdtmIqq8m0Ak4dKgys3G5JvF6VMaY9XM,tianming0,1053,498,376,True,False,False,False,56.979
27,CHALLENGER,ZphioqlBprQoY5ELv3P-sF8Q-yukOpJRBz8akde6vUk1ddY,AdadeHuanggou,769,635,525,False,False,False,False,54.741
28,CHALLENGER,LZI611goUobC_7C840va3xdq3tkIG6RLKZ60QTFg8ndBbQ,쪼렙이다말로하자,1148,769,702,True,False,False,False,52.277
29,CHALLENGER,kiBdVBUwqcerRSB3pb72ZLsY9n_6DXcFYbrhgrnWu_KT4js,JUGKlNG,1262,193,122,True,False,False,False,61.27
30,CHALLENGER,R4IFGG09eKJOwR-miIpAeL-56Pv_XArNPXcaSr9l92UJ0sg,종탁이,781,797,746,False,False,False,False,51.653
31,CHALLENGER,JtDpfLNfG5eH5JQ2G2qQsZ30mbeMo3raAaB9TWsRS0VcUNA,Pnpm,761,137,93,False,False,True,False,59.565
32,CHALLENGER,vEX-p781FQ2qnMFjRoFoMKZ0GqAs7d73TQoXSPI_9tdOgo8,T1 Gumayusi,1125,598,526,True,False,False,False,53.203
33,CHALLENGER,_OrYTs2khnCqgOEpi11NkMASXTRAyMWv5QtED9zu3hqBqaA,Till rapking,723,874,814,False,False,True,False,51.777
34,CHALLENGER,01NAuRuKSU9mCQrVW6r1c7xwtcwZR_wjfZB4ah-Yj-9twLE,Chieftain00,764,222,178,False,False,False,False,55.5
35,CHALLENGER,0vBMZwtzBnVXwU50tSgAgUeYEhbNO-80Sfjiy9n2UfyZHA,날뜩한 칼,713,233,204,False,False,True,True,53.318
36,CHALLENGER,6-MZeijXLuyBKPwhgAy-ygKalmPhfrwB9PwZpdcB-17M7c4,T1 Fisher,788,421,298,False,False,True,True,58.554
37,CHALLENGER,5XgBRIboJymDkNzK_u6OBdXNZ4NYpHLPEoYirf3HaWSmeJU,손연우 사랑해,901,252,190,True,False,False,False,57.014
38,CHALLENGER,Z9AEXuaL5yMNyFxh7E0x5xyCus0404THBzJjr7t-ZsSDi3M,베어 쓰러뜨리다,1030,613,534,True,False,False,False,53.444
39,CHALLENGER,mcWPxv9dSgQ78OEgcfbx-s3RwJVDqcIuGCIUU4sRba9FtLI,vdsqwqerx,934,395,335,True,False,False,False,54.11
40,CHALLENGER,zgbEc8lHyB9jSLovhkd503W4TpmbuVP91cIc7gfqmXP_Lw,메가 우기,744,280,242,False,False,False,False,53.64
41,CHALLENGER,DfdddaVpOZ3DrxKPKqbwNePyD16UYScPtQkIETAlqF4tGpY,T1 Berserker,766,643,638,False,False,True,False,50.195
42,CHALLENGER,5yhenMzLF57NtAbbt39tVJ8cC1p1JHJK_uxqSPdjSpaJyM0,HLE Viper,1161,396,325,True,False,False,False,54.924
43,CHALLENGER,KFTfHwofq8WmGVihjojnfqdjrqXCgQDze7hqzLZbU3M1W9Q,헤 돈,707,174,120,False,False,False,False,59.184
44,CHALLENGER,uwuwKGA2ZlhJzcmWz_lamPvdEhkLriGUx3CqOajHIfPtsPQ,캐 인,793,302,290,False,False,False,False,51.014
45,CHALLENGER,FSYgvsgbF7CH-P6VFVVi5WB_17Xch34dTT4ylruoiRUri8Q,xiny1,697,408,337,False,False,False,False,54.765
46,CHALLENGER,MXU8Ct4CAZA3IBBF-Elyk3a3OLph4Xn3hgJJjFKpt-Rl7Ss,승부욕xxx,999,685,575,True,False,False,False,54.365
47,CHALLENGER,tBUeEmNg1Tw6VIEwBpSKypU1YORTADluwZQVxDz7OX_SEQ0,타 잔,1223,397,327,True,False,False,False,54.834
48,CHALLENGER,Aaugul_2Vzksv14rdhvXWKc7V1ujFzfWOrkAFngxF1Ct6g,동해운수,815,401,353,False,False,False,False,53.183
49,CHALLENGER,1R0oPaqtBNBS3tTtxVyBqdSue1GHvNRD91uq-33vomNAJg,냐하준,700,572,472,False,False,True,False,54.789
50,CHALLENGER,7ypbwVTSHYSPgwH-Igi4rghrKwcPzCpmOUyqBbx_-v4rHiM,W13L34,848,367,310,True,False,False,False,54.21
51,CHALLENGER,k4FVXDOShWHRJfHhx2Jbv5WCM8cWkBv-rA8-hf9psggttIc,always confident,950,314,257,True,False,False,False,54.991
52,CHALLENGER,zbQZP3-2q627RkKVguTCfn7XKeBV5aFbj7sMEu3ef1uoSd0,T1 Kuri,947,758,708,True,False,False,False,51.705
53,CHALLENGER,NglxZS3AcrIIfa4AcOY84w8rXEsRIoOB6JqfcH_cuBfKGWw,진정한 쾌락,1036,724,666,True,False,False,True,52.086
54,CHALLENGER,IDZsjFjzIJFvSr5ml1bOHsgZ8lTGBQvzQaS01RlnO9-n3Rw,BLG ADD,698,128,87,False,False,True,False,59.535
55,CHALLENGER,N7skIaRPjZ0skRwKKvZDhXniBO8YQ3lGLie7rzDVlDUq_Pg,SANDBOX Serenity,871,314,275,True,False,False,False,53.311
56,CHALLENGER,l93q-0fp8ZKb7sj8EqtpptWRNVHjM_gD4rGqAX8-xnW4Awg,hyckrrwzsn,875,1098,1047,True,False,False,False,51.189
57,CHALLENGER,eVKRrjivOX02A6AsEtdErnxOjO4mE-f7RIHjcY706yVq0OU,DYN Kuzan1,1020,470,418,False,False,False,False,52.928
58,CHALLENGER,Q-HrQ-0UqTzE2QQuGoHjU3lN78LTFgQ0yQHGWQdRw-eNP54,Keine1,945,418,365,True,False,False,False,53.384
59,CHALLENGER,wbLptUw7fTq41Z5E8IvI_dyDb126Op-sGan8mnGFlhrpDQ,한화 큐베,864,699,659,True,False,False,False,51.473
60,CHALLENGER,Q94cZgeYovy7MZNFQiwi1O9xQ_eKZtMI8o8Ubxpbhhkx8XY,헤이스트에요,746,549,510,False,False,False,False,51.841
61,CHALLENGER,ucs1XdtzpjhRrdNZuC71zDycoI1p7S6DJg4U3bLVIbGmLUk,Gen G Kellin,849,319,274,True,False,False,False,53.794
62,CHALLENGER,jQUaF8FE1rvb6cfeOYLC6vt8rGCwZaKGrRbSYfXgv6cLEPI,zyzyzyzyzy,962,394,337,True,False,False,False,53.899
63,CHALLENGER,p2LJ3fMtH2TLnaYx9g7xXvPlF-OE1W1TIAUewCgHjH2avjo,tian xin bao bei,769,284,239,True,False,False,True,54.302
64,CHALLENGER,y6uSvJSqwJRQlMpAxHpdQ24WTitQiK8VjGUT0viYApnRLw,돌낳는남자,734,262,217,False,False,False,False,54.697
65,CHALLENGER,gz84sP0bIB0tf9CRxGW4YbgX894HAO7iDWDkoa-p57dSgR4,우싹씨,836,251,199,False,False,True,False,55.778
66,CHALLENGER,pbsJO2NlFfS5c17xzTnoTYFraQOCPsaypzSLSd4p7dXaOCw,feng ji xu chui,737,320,254,True,False,False,False,55.749
67,CHALLENGER,RM7LsvF25dA94ophkHIy5gEbFjJukTXxg_lc-cPDAqUCy-g,SANDBOX Dove,1070,455,407,True,False,False,False,52.784
68,CHALLENGER,j1SfaDQP3M2z-IIe4gajTxbp8Ep7nRv77Bix84LOPtOIuA,Axiyo,868,183,177,True,False,False,False,50.833
69,CHALLENGER,lwn3uMIJcPMxPtJYIZpEc2eZ1J8JA2qmnK7uVbszAqJyJpg,Mango Fish,1020,511,396,True,False,False,False,56.34
70,CHALLENGER,ciaju1E2mwiuuspfYTc8DJHznl-6InYWX7y-cGI90TI_x_A,HLE Mireu,782,701,644,True,False,False,False,52.119
71,CHALLENGER,ZZqWBxpEoYd0GoSbYKADdUxX5BPb8oAe0wfpJR2ZZSstyCU,퍼플팀 죠앤,821,161,104,False,False,False,False,60.755
72,CHALLENGER,8-wfEVAqnoZi44GfnnIhgVGRmY-Fcj8fbEhp5wfcHo35Bqg,시간은또금세흘러,1400,153,83,True,False,False,True,64.831
73,CHALLENGER,n1V-eIHAHlpGK7LLpvb0lB4S2bSviCNH8FxhA04iqRpO9kk,Dream go lpl,694,279,175,False,False,True,False,61.454
74,CHALLENGER,ppVwrNbrsftILKXWieWQATlStnMOEZNhbhNbMC0TxTNkOkR1,wen shen z,690,441,343,False,False,True,False,56.25
75,CHALLENGER,DAS9sx2zpehYLQnc-h9MJI-xK58r-eTmcf9WaSGthv-KnIo,5Kld,828,172,115,False,False,False,False,59.93
76,CHALLENGER,Pwo14RPHunvUsLwXEyop6lQ4arH5QSe1rHSxgNTZMT9herw,quadzz,842,118,70,False,False,False,False,62.766
77,CHALLENGER,AivFsF8GKDYhqTIsvb-IWyB18CtRe0D-qO7WDltViJXJuCVb,두꺼비압수,824,219,108,False,False,True,True,66.972
78,CHALLENGER,mpxtDsL44aE_u2auAjRPqrgXM8ReyWvX5P2zhS699afsAe_P,happy galio,1001,204,89,False,False,False,True,69.625
79,CHALLENGER,AmxyYfiIRaTw2oH49CzFX_muoaKFMwSE-OOskbzCA0Mb5_I,랭겜에강한남자,707,390,338,False,False,True,True,53.571
80,CHALLENGER,F480SLQBkNirz529h6OuCX-MclDTSB-Yqu8BN2MYiKnU2NY,DWG BeryL,894,318,276,True,False,False,False,53.535
81,CHALLENGER,tSKhf2UhkXyQPFsXFuhIWwSoInrUR7FHfNvr8S9iM4mJ900,재미없다고오,796,464,410,False,False,True,False,53.089
82,CHALLENGER,abUKp166vBiOgDWooTuDwHliU7HHEaHesAJTvsDIZCIIxBI,zhen de lan ,748,516,448,True,False,False,False,53.527
83,CHALLENGER,-AvTeMv-UOkdMvF4E7xCF2F8jkAaXttJJXTaS4HI5TDAr6Y,KT Malrang,1175,361,284,True,False,False,False,55.969
84,CHALLENGER,CaEuL1EZpiqY3H-MZAO-oSCurfRNY13mxFp9ih8zMQn7wDY,게복치 숟가락,958,389,316,False,False,True,False,55.177
85,CHALLENGER,EUCsAq38j9Cve65gh70Oxg0TG92QR0vvB0XhAuXz1QgPTA,HUYA jincanyi,1330,378,279,True,False,False,True,57.534
86,CHALLENGER,kc_jaS6_j4KilBb5CxS5DVIVKM5oUkTNvPBwnD_Vh_1dbAs,해강고 원딜,741,428,415,False,False,False,False,50.771
87,CHALLENGER,pV-_1D_EtkNh-WodTV_c0d8CguUrLNcG6HsfEz6yUMa2V1o,Koei,815,769,721,True,False,False,True,51.611
88,CHALLENGER,SLnLl5ZvIjajRrPkVkC-ehH_NA_LKcpiV1_fjS1yvn0EtWg,SANDBOX Natalie,901,590,532,False,False,True,True,52.585
89,CHALLENGER,XemTNu8qIeArcbsqZ2gNHLgzJJ9eaIv1ZbF92zImP8jszw,훙쌍리,786,288,214,True,False,False,False,57.371
90,CHALLENGER,98_ncacDwzELHm4ONPF6bgHhfUmyyhOcYIQ2fgiQjU5g5bs,K T,1166,287,163,True,False,False,False,63.778
91,CHALLENGER,eorhW0s-u7Yfh1QHEstAFfzThVsJuYJbjafhurYeBBttFko,Gen G Clid,775,493,434,False,False,True,False,53.182
92,CHALLENGER,DynHcKKcz-Cjc64p9b04rTuxyhy1q19N-gnMQeRzxCAVp-A,스컬지,1034,469,403,False,False,False,False,53.784
93,CHALLENGER,A7gJjbpvUJtfFI1fo-g-w-Mirbc5fw6XfpsbfuF1ssfRo7w,YukiJudaii,834,275,216,True,False,False,False,56.008
94,CHALLENGER,0w5Jko3UQntUIAsow2iDTR9O4B1A8XLu86gFnlmnEaEN6ig,Twitch TV 리하우,789,329,273,False,False,True,False,54.651
95,CHALLENGER,Slwo6Boe8uqCRtRvK6CuxEx_UimqCpZHplhb-RMozMnM_nk,xu xu qu qu,706,335,334,False,False,True,False,50.075
96,CHALLENGER,7mRDW9r_rmv81vG3kRzocxvr_RFRwsC86xQf9kmddewJqFQ,창작은 괴로워,666,354,298,False,False,False,False,54.294
97,CHALLENGER,jw971qu1JpwneGzoY99tz3ydPCGZZDJatQ-DxDUHLSnIS-g,I cannt stop,1012,942,882,True,False,False,True,51.645
98,CHALLENGER,MjJAvdWFJbk0B5zlhEVq-hNpRihrU30QPVfIiLemX5Mr6ok,Gen G Focus,755,449,383,False,False,True,False,53.966
99,CHALLENGER,3WSU5tSHoQcC2RPweLO78vfc3E05Ht-YK_5zSTzBdDCm0K0,Sangchu,804,239,215,False,False,False,True,52.643
100,CHALLENGER,4AeSwTEwn02MBapA7xSJaktRgN9DXgNfG_C0pUfkUhk0QHM,wuwuwu bieshawo,901,470,392,True,False,False,False,54.524
101,CHALLENGER,DoLRNHKS6YTdA2oZf9Mq66PdZ01_2n8A5GR0V7gpcQUWabc,anjinpaoxiao,726,621,587,False,False,True,False,51.407
102,CHALLENGER,0NBbg4PInZcKaofG-nAooe7fptiE6xKqPRLPFNs7aGVHFt0,OZ ian,950,401,337,False,False,False,False,54.336
103,CHALLENGER,Ye08h_u6NhagC3ZchP8R-FF1yQTh6-RXec6ikjZx5B4RgTg,jkjkjkjkk,772,502,452,True,False,False,False,52.621
104,CHALLENGER,HgKzx56XZrBc2owPC6UFQE1CH5sRVy2gzXR_Pwz2wlh8cYU,Da Su Ke De,775,786,705,True,False,False,False,52.716
105,CHALLENGER,ekgdnKR1Y9lYC3gZyibcluWgZrCMoEpoXyPABixdAD-21dE,aimengxin,810,708,644,False,False,True,False,52.367
106,CHALLENGER,do0FG8x9Qs9V-g9ZbnwYl6C8gblfMD9GX7yjNXGUf5G-Gzg,사 용 수,1085,294,237,True,False,False,False,55.367
107,CHALLENGER,NfQvSHSsc15sKFgted_FYmk-CWl9L1mhEg32V-9unuCrEUw,T1 BurdoI,1461,288,243,True,False,False,False,54.237
108,CHALLENGER,MxQO0IHe9HY4bxKnc5zycDXnTsFppbaS93Cx147V1ilyyT8,Pout,697,640,604,False,False,True,False,51.447
109,CHALLENGER,AGg_3s6aVHDdI7955jcUxQPaGFFmfW_SAl3o_pNvs0FPRw,Hide on bush,715,442,411,True,False,False,False,51.817
110,CHALLENGER,cwX6Whuf1RTjBKJkk5zhSprimnyg34tQ3-u3rf97CK9D3zU,따봉 람머스,728,490,427,True,False,False,False,53.435
111,CHALLENGER,uJIqOCtidD9ABvZ4llKQHPQomIUiActcCPLWDmNTT0Qzv4w,lIIIllIlIIlIlIll,883,169,118,True,False,False,False,58.885
112,CHALLENGER,vQk35Hyi0Ctdj9yNs-IGY4uH5_LEInZoDjgVgxeor3VDzA,My Flow S0 Fresh,697,1041,1008,False,False,True,False,50.805
113,CHALLENGER,yArXLQglqhdEqe_G0fNhZ0ELM4_xwm6XUcR-4JACndzXSuM,Destiny,1011,196,193,True,False,False,False,50.386
114,CHALLENGER,rPJ-FVa6v2m7-bPJsPxf0U4355RlGy_DyzBWzZneJaJeLps,SR99,745,742,691,False,False,True,True,51.779
115,CHALLENGER,QQthYykPoWgePUSTNfdfn0g4EZ7YSzmoZ4JPEsM856sdSUY,호잇이,978,918,863,True,False,False,False,51.544
116,CHALLENGER,AA616F2UeIr-APOBA9_ZANr33K_-fdkmb37HEHMvmVe1AsM,deokdam,1091,188,113,True,False,False,True,62.458
117,CHALLENGER,l1VlhLLuOGt9Ud9LvDpSJm5jlptsiBFblppCkm1ubO3Psw,김구거,654,463,430,True,False,False,False,51.848
118,CHALLENGER,BUDDLCRpzuKwyVSC-1dIfNOGUga80Ol4O8zbqFdgIdWmGbc,Tar2an,912,153,103,False,False,False,False,59.766
119,CHALLENGER,d3TzSxRvUSATK4ZH29ocYqO0Lz9sx1AV0jVofEhfDHKzoQ,군밤갓,869,200,152,True,False,False,False,56.818
120,CHALLENGER,NgPsmobvpQZtLJ2IR3-vYuYXF-gCfyWstUGlBtaGUf90lwM,DRX 홍창현,1079,846,793,False,False,False,False,51.617
121,CHALLENGER,lXI9Jfo9sU23Qi1QCccSjF1C6vRE2T0m5-rsqo3aSj0kXvo,망밍맹먕몽,729,475,428,False,False,False,False,52.602
122,CHALLENGER,KuuoY8OIgIirrsjxyT5c62oZq1QPwXseH7NcJpK8igRdef4,T1 Crescent,798,971,949,False,False,True,False,50.573
123,CHALLENGER,1_1JVubNzDBGyxlpvISpNxI1LAklcFANk2JbVzBMD7JFW8c,OZ Juhan,888,790,730,False,False,True,False,51.974
124,CHALLENGER,hzPd3bE56gEpRvDmjjq9WUUwLhHOoSM-d6GSDjGghtmyAEU,YMzhao906731647,1011,830,722,True,False,False,False,53.479
125,CHALLENGER,YnNZfjOuCor9aM1BEckZaeKagSSbrHOGHp3ZU9HeaGYah0E,MyMagicBurnYou,1009,527,473,True,False,False,False,52.7
126,CHALLENGER,tlZt2z3YcMZgs08904-QAfG6mRaagnQh1DriPJ16-uZFKoU,Alonenesssssssup,790,881,827,False,False,True,False,51.581
127,CHALLENGER,mVNae9gLADr3H1Wp4dMzCU9-4YrhhktEiferkjdR75YBqbQ,H2Z2,683,489,446,False,False,True,False,52.299
128,CHALLENGER,FEmd3DsHCIpnd6AjpJvNrvURir5tK9Gb2MAF4B1yyQeRgUs,화내 지 마1,898,632,573,False,False,False,False,52.448
129,CHALLENGER,iImkzDMki3JnEqVZT4oUfnYz2jCa3XG6yTzae998hAl6A70,세체원 이채환,926,413,349,True,False,False,True,54.199
130,CHALLENGER,_CHMgtXIma1YLQGi393QxCbfLzxSMnPDNhk5dD78ZF4tow,arrowIoI,929,573,513,True,False,False,False,52.762
131,CHALLENGER,o6TWD65hDKOBE1HlXQsa267P50FQoeE25gdEBbIr-nha7s0,URGOLD,743,324,255,False,False,False,False,55.959
132,CHALLENGER,FStSN7v1OjelnD8PUrFehJ8NBkLvlKb8A7lpFrgPSCvdTEM,fengche,860,444,326,True,False,False,False,57.662
133,CHALLENGER,f-xUl3bS2xdb1hDqKHb5dSvf8yrVaT2CWQh2GpA357A92q4,Wecanwin70,720,888,854,False,False,True,False,50.976
134,CHALLENGER,NvzdMYazez-X9xs6FIhfwuoAkLRcyVVFSWU3jSkK9REhNkM,너 왜 우럭,794,320,274,False,False,False,True,53.872
135,CHALLENGER,lnlHgmVj5_qt7To-jn7oDBlixSkGdDG94VPksPFDQf9-jL8,연패 후 연승,699,443,356,False,False,False,False,55.444
136,CHALLENGER,RPRQoALdLvMZ2HeZyZ_JEx24vHpsxFWwSfHildn7VAk3YCY,Aorlf,702,746,705,False,False,True,False,51.413
137,CHALLENGER,Z5UyZ8bPNM8-9q141604Uk33mYHAdO9M2uE6hzZ5VpPRLf0,Gen G Ruler,744,315,273,False,False,True,False,53.571
138,CHALLENGER,Rpas3216qN91WTLVN-ju4fphxHgcfsUW2inKaRih0U6b1fw,SRB Harp,720,553,512,False,False,True,False,51.925
139,CHALLENGER,82lkaNSEBcu1I2q0gPr-OWt5J_KaSWT3wNhKhSLkz3iVmoU,T1 제우스,1144,786,734,True,False,False,False,51.711
140,CHALLENGER,F8beHIHuF7f7Au1JWNdzcEYSWngZ6JlHw3L8MZvOCLUb23x8,황포강을 뛰다,819,193,82,False,False,True,True,70.182
141,CHALLENGER,1-MfWiKBp_zn-z2hHzq7E4YFTUmoZG0WK1L9n0MdFJ1yqz8,서프라이즈데이,699,112,76,False,False,False,False,59.574
142,CHALLENGER,dTXeA8yWKtpk2VLLDFv20StB19MbP0yryP8dJM1K_clvXsjL,SKT T1 Windy,710,151,46,False,False,False,False,76.65
143,CHALLENGER,MfkD2Fe4ivmu7qqi_dz33-nx7GTQiqenBjMrUvdmCciWjsTg,GALLOWS BELL,738,298,256,False,False,True,False,53.791
144,CHALLENGER,SpCnqKm5-NQRMZXcM2hSHUYKFhFJzjz3s93nqrr4vAWUsvk,YeXiangLun,983,777,737,False,False,False,False,51.321
145,CHALLENGER,e2D5g2pwQBaiqGYon2d5p7Q797rQ5v_1azDg6AikQDaiIuY,IIrrooGG,1042,421,359,True,False,False,False,53.974
146,CHALLENGER,ubXHT2dzxhKOB2U27prZeosu2tFUwQnUOYd02_pQMT5AXAk,pleatazz,832,729,745,False,False,True,True,49.457
147,CHALLENGER,9_zpCrVwct-G3BeDp8m8IMdLrLKtiGr5YNtrS47bcdcAt10,SANDBOX Muru,751,611,492,False,False,False,False,55.394
148,CHALLENGER,x8OyL5AKHC6WicviErtI_3WG_Cmxuj-m69JPqTgxbiRtv4Y,showmakerzzz,1330,246,164,True,False,False,False,60.0
149,CHALLENGER,Pw1sqA_L3YZL6NuCuvspnSIAiqHaagBfME6fsaktuaUiOP8,함 알,712,692,647,False,False,False,False,51.68
150,CHALLENGER,wGfNdoIs-UBLUeVzhjT0WhRlTu6-xmFb0VJdD0ZyUlxBRgY,KT Ucal,955,441,362,True,False,False,False,54.919
151,CHALLENGER,FzgAzfP5le2b4s9Y1s8iixdLWL8S3_vqnqli5MP9A7mD1A,Azhy,712,432,398,False,False,False,False,52.048
152,CHALLENGER,G5Diz9G6Hh3pWBYKFDKPmA86P9hsG5bnaqjRdOYtoE-nek0,미북이,820,573,531,True,False,False,False,51.902
153,CHALLENGER,VFv9HuSe4Lg-mITumEJe2lLPWUFOJsYBUPilz5M97vp1MzU,카게게,950,515,456,True,False,False,False,53.038
154,CHALLENGER,HKgOUA63Z1Exsgv_534Mcpn7ZPDF-pNzW7pgmKrgHoQsESw,오뚜기3분미트볼,866,205,146,False,False,False,False,58.405
155,CHALLENGER,nCGaWNSoOzUcN3ogpWOCjKFBcQkLX8mb5O7CLuaJL1V3XXw,모두다함께차차차,1158,462,399,False,False,False,False,53.659
156,CHALLENGER,KS9oqusvIOR62AancoIwJEggJMegCUw1lrJOTckIKd49NrA,DRX Keria,982,526,486,True,False,False,False,51.976
157,CHALLENGER,IPZB2dkl-hcUEZ2ZGdhG6pj1weVQNlIb7f83B-GCvZ8CBNU,geton,762,245,160,False,False,True,True,60.494
158,CHALLENGER,2E_f0TPJXe9kfP02TPsSvl_XIPrp2kdBkhC2DOwcmTWcma0,아이러니,1046,285,222,False,False,False,False,56.213
159,CHALLENGER,72EHQ1j58Yxtpd_ggMJuS861ivzaM08czZ--cBwYO9uNizc,SANDBOX Lonely,943,350,298,True,False,False,False,54.012
160,CHALLENGER,zLUOEwckVCFH0RAeHTvzQrk1E012fdLpVlgSh6ruLfnIWBM,qqiqi77,844,345,302,True,False,False,False,53.323
161,CHALLENGER,e9q9VxLhWkbtxN_9LOU1GYqXcNrhZr1Vz6U07PfiovgEvPs,zhangyuxiaowanzi,801,611,573,False,False,False,False,51.605
162,CHALLENGER,k2xtt0PKaFTrhJS87_AG-X6jgjiBEx6iIsyyNM1QTd5pWWs,jool,834,285,224,True,False,False,False,55.992
163,CHALLENGER,48d1tIjUplk_Llb0ZcwCQN9414CjLcuexnAYvxG6gWEjzOc,읽씹맨,897,348,290,True,False,False,False,54.545
164,CHALLENGER,D-ezICI67hG42o7wiNsIz3-3fZbcfFgzsqA4F8kQ5_zIfSQ,김도칠,772,433,391,True,False,False,False,52.549
165,CHALLENGER,nr6svq7AD1MJqVfEYorzYIIITJB0B8ZqLKtyY-uuhJZBX9Y,팀개못하면누누함,1011,401,318,True,False,False,True,55.772
166,CHALLENGER,RFm58inUt_jVk3VCiFmGq37ImIU-rAykcAke5NUuXx1V-cI,원딜 왕자 이채환,1113,250,183,True,False,False,False,57.737
167,CHALLENGER,MCWh1O0i4eULIGW01pxzljn-NHnpwpCK3dHvXKJc8n9sOqc,댕청잇,830,480,430,False,False,False,False,52.747
168,CHALLENGER,21O94LCfIaTxrx3gI01mJMczrLE_CdIY-PCoiZHMRuQuyZg,IIIllIllIIIIIll,720,363,357,False,False,False,False,50.417
169,CHALLENGER,SUBHuuA2bf2u2OFKgpCBFEARG8nNW8qAbfMER_7OcXQ57vs,hearer,780,127,81,False,False,False,False,61.058
170,CHALLENGER,2cj27zE1nTYBHazIIHGIm_S2kj4qc8KEEA6r40KusG1DrLY,SANDBOX FATE,709,338,284,False,False,True,False,54.341
